NAME,NAME_EN,AMENITY,SHOP,OSM_TYPE,OSM_ID,longitude,latitude
skarra,,fast_food,,node,4464944219,23.3143424,42.6575494
Жули,,restaurant,,node,4467992389,23.3035868,42.7042127
Бирария Бавария,Pub Bavaria,pub,,node,4472358396,23.2818715,42.7092116
Мистър Ули,Mr. Uli,restaurant,,node,4473459842,23.3326613,42.7010936
Чудно,,restaurant,,node,4475252392,23.2473652,42.7162716
,,cafe,,node,4475340191,23.2487357,42.7167883
Баш бар,Bash Bar,bar,,node,4479756885,23.3446475,42.6890454
Клуб Алкохол,,bar,,node,4485495691,23.3240455,42.6916551
Дюнер Лилан,,fast_food,,node,4485754999,23.3416895,42.6897793
Solo for friends,,restaurant,,node,4485755006,23.3431165,42.6926763
Burrata,,restaurant,,node,4485755018,23.340503,42.692962
Crystal Palace,,restaurant,,node,4485755029,23.3375756,42.6937654
Costa,,cafe,,node,4485755040,23.3195748,42.6851684
,,fast_food,,node,4485755047,23.3419019,42.6897238
Амбианс,Ambians,restaurant,,node,4485755055,23.3407595,42.6900153
Бирен бар Тони,Beer Bar Toni,bar,,node,4485755069,23.3388322,42.6935349
Мая,,cafe,,node,4485755398,23.338881,42.6935253
Стил,,bar,,node,4485755399,23.3435289,42.6891904
Bar de rouge,,bar,,node,4485755400,23.3364868,42.6940173
Грозд,,restaurant,,node,4485755402,23.3363082,42.6918489
Bar Me,,bar,,node,4485755409,23.3297073,42.6954112
Jimmy's,,ice_cream,,node,4485755416,23.3380284,42.6937018
Tokyo,,bar,,node,4485755420,23.3400411,42.690505
Tartufo,,restaurant,,node,4485755422,23.3403452,42.6934625
Rusty Grill,,fast_food,,node,4485755426,23.3367976,42.6939548
Egur Egur,,restaurant,,node,4485755436,23.3296164,42.6962753
,,restaurant,,node,4486117140,23.3424029,42.6895895
Art restaurant Dali,,restaurant,,node,4486788827,23.3457392,42.6879905
При Мая,,cafe,,node,4486788858,23.3496645,42.6936525
Българска баница,,fast_food,,node,4486788869,23.3517374,42.6935985
Компанията,,cafe,,node,4486788879,23.3526097,42.6934789
,,fast_food,,node,4486788882,23.3466276,42.6880095
Basement,,bar,,node,4486789500,23.3485072,42.686452
Кралско пиле,,fast_food,,node,4486789554,23.3488337,42.6937472
Fresh & go,,fast_food,,node,4486789557,23.3514149,42.6937924
Street Bar,,bar,,node,4493725490,23.3289117,42.7027957
Оскар,,fast_food,,node,4497528403,23.3167997,42.694961
Пърленка,,fast_food,,node,4497528412,23.3168747,42.6949665
Трикракото пиле,,restaurant,,node,4497528429,23.3173462,42.6945225
Мали Београд,,restaurant,,node,4501418203,23.319388,42.6946714
Кратуните,,restaurant,,node,4501446144,23.3198468,42.6946024
,,cafe,,node,4501878608,23.3490634,42.7047213
Ха наздраве!,,restaurant,,node,4501878609,23.3485378,42.7058704
при Хаджията,,restaurant,,node,4501878610,23.3482057,42.7066785
Gyroland,,fast_food,,node,4503127370,23.3208914,42.6944043
Али Баба,,fast_food,,node,4503154526,23.3216352,42.6947039
"Русский клуб ""Большой""",,restaurant,,node,4503231174,23.3224547,42.6940922
Tap Local,,pub,,node,4503273617,23.328277,42.6949301
Satsanga,,restaurant,,node,4503273625,23.328354,42.6950233
Quche,,pub,,node,4503732691,23.342097,42.6947754
Audrey,,restaurant,,node,4505199134,23.3303067,42.6950338
Boom! Burgers,,restaurant,,node,4505199135,23.3308253,42.6944227
Angus Revolution,,restaurant,,node,4505199145,23.3296533,42.6940745
Chefs,,restaurant,,node,4505211884,23.3314359,42.6941866
Grape Central,,bar,,node,4505226007,23.3166894,42.6938251
65 Светулки,,bar,,node,4505226028,23.3153728,42.6933399
Rawwbite,,cafe,,node,4507262297,23.3180228,42.6935744
Barkley,,bar,,node,4507330434,23.3180903,42.693762
Leo Crepes,,fast_food,,node,4507330457,23.3180782,42.6936074
Мома,,restaurant,,node,4507347216,23.3188788,42.6930222
Prado,,ice_cream,,node,4509356526,23.3202619,42.693669
Щастливеца,,restaurant,,node,4509356533,23.3205309,42.6932283
Kotva,,restaurant,,node,4509356546,23.3200047,42.6940606
French Tacos Factory,,fast_food,,node,4509422543,23.3198374,42.6928386
Djanam,,restaurant,,node,4509422558,23.3200298,42.6929639
Secret Room,,bar,,node,4511203071,23.3212068,42.6932694
Red Bell,,cafe,,node,4511203085,23.3211181,42.6936866
Домашни ястия,,restaurant,,node,4511203308,23.3212776,42.693679
Комеди клуб,,bar,,node,4511277565,23.3229874,42.6933215
Filiyka,,fast_food,,node,4511277572,23.323162,42.6931359
Q-Ftetaria,,restaurant,,node,4511278793,23.3226004,42.6932626
I love falafel,,fast_food,,node,4511278796,23.3224113,42.6939715
,,cafe,,node,4511278843,23.3226178,42.6933592
Софийска баница,Sofiyska Banitsa,fast_food,,node,4511286829,23.3231243,42.6937528
Djani's Pizza,,fast_food,,node,4511291631,23.3229717,42.6939766
Хаджидрагановите къщи,Hadjidraganov's Houses,restaurant,,node,4511573391,23.3226108,42.7065851
Legendary Barbecue,Legendary Barbecue,fast_food,,node,4511604389,23.3455095,42.6522598
Хранилка,,restaurant,,node,4512833486,23.3255523,42.6930299
Свети Никола,,restaurant,,node,4512834989,23.2597834,42.7193315
,Tanina,bar,,node,4512834990,23.2932756,42.7265168
Табуле,,restaurant,,node,4512834991,23.2480725,42.7147008
Под ореха,,restaurant,,node,4512834993,23.295715,42.7387665
Чорбаджи марко,,restaurant,,node,4512834994,23.2704484,42.7196377
Парадайз,,restaurant,,node,4512835089,23.2445128,42.7128039
Memento,,cafe,,node,4514452183,23.3265323,42.6929606
Moni's,,cafe,,node,4514452185,23.3287331,42.6933707
Manco,,bar,,node,4514492421,23.3277729,42.6931366
Гара за гладни,,restaurant,,node,4514492469,23.3285343,42.6930809
Сандвичарника,,restaurant,,node,4514492472,23.3279204,42.6927591
Български Ритми,,restaurant,,node,4516040893,23.3292752,42.6935392
Andre,,restaurant,,node,4516112442,23.3310093,42.6936273
Кино,,bar,,node,4516112445,23.3315276,42.6933824
Vitamin C,,fast_food,,node,4516159962,23.3316352,42.6932891
Старата пекарна,,fast_food,,node,4516159969,23.3310625,42.6933128
при Кмета,,restaurant,,node,4516545461,23.3456568,42.7018059
La Capannina,,restaurant,,node,4518038462,23.331735,42.6934798
Illuzion,,bar,,node,4518038465,23.3316173,42.6937061
Unovo,,fast_food,,node,4518038479,23.3317893,42.6933214
При шопите,,restaurant,,node,4519570983,23.3523501,42.6588642
Vitamin C,,cafe,,node,4519741371,23.3199118,42.6926077
Freddo,,ice_cream,,node,4519756674,23.3198561,42.6924292
Gyropita,,restaurant,,node,4519756682,23.3200961,42.6917914
The butcher,,restaurant,,node,4519756688,23.3194747,42.6915032
,,cafe,,node,4519762591,23.3202933,42.6925349
,,fast_food,,node,4521168194,23.2568683,42.6697583
,,cafe,,node,4522165683,23.3216368,42.6918939
Coffee Bar,,bar,,node,4522165894,23.3212663,42.6924789
Mezza Grill,,restaurant,,node,4524000090,23.3222224,42.6914035
Briciole Pizza Pasta & Vino,,restaurant,,node,4524000105,23.3224206,42.6919456
Бар Дак -2,Bar Dak -2,bar,,node,4525894944,23.3236458,42.6926091
24 Grill,,fast_food,,node,4525895328,23.3243416,42.6922398
The CityBurger,,fast_food,,node,4525895331,23.3242091,42.6926354
Jordans,,restaurant,,node,4526950456,23.4012315,42.6154827
Камерина,,bar,,node,4527069139,23.3247709,42.6921564
Rotana,,fast_food,,node,4527155741,23.325166,42.6916554
Starbucks,,cafe,,node,4527155742,23.3250013,42.6915675
Hesburger,,fast_food,,node,4527155763,23.3248305,42.6917274
Atelier Del Gelato,,ice_cream,,node,4527155766,23.3255602,42.6916698
,,bar,,node,4527155772,23.3258076,42.6920724
GO Grill,,fast_food,,node,4527155777,23.3252224,42.691694
Il teatro,,restaurant,,node,4529204676,23.3264458,42.6915416
Happy Сатира comedy bar,,bar,,node,4529204681,23.3265562,42.691474
Fancy Bubbles,,ice_cream,,node,4529298943,23.3302316,42.6918659
Oscar Club,,bar,,node,4529298952,23.3299332,42.692682
Mono Loco,,pub,,node,4529298954,23.3301351,42.6917742
Маями,,fast_food,,node,4529298970,23.3306117,42.6919795
Избата,Izbata,restaurant,,node,4529298978,23.3297535,42.6925312
Chicken Shack,,fast_food,,node,4530615695,23.3106222,42.6873559
Mizu,,restaurant,,node,4530877028,23.3316956,42.6917541
Padrini,,fast_food,,node,4530877031,23.3315318,42.6927652
Coffee & Co.,,cafe,,node,4530915649,23.3333299,42.6924182
Fresh & salads,,fast_food,,node,4532877552,23.3144567,42.6904409
Пица Кали,,restaurant,,node,4532877646,23.3145869,42.6906053
Mr. Cook,,restaurant,,node,4534901788,23.3180543,42.6903681
Palomino,,restaurant,,node,4534902389,23.3184137,42.6906653
Ice cream rolls,,ice_cream,,node,4534902404,23.3192904,42.6906451
La piazzetta,,restaurant,,node,4534924902,23.3195727,42.6914884
CofeeLab,,cafe,,node,4535001579,23.3198701,42.6911259
Between,,fast_food,,node,4535001580,23.3204584,42.6906354
The Flying Dog,,bar,,node,4535001581,23.3200071,42.6909272
Aloha green bar,,fast_food,,node,4535001790,23.3200688,42.6909223
Под върбите,,restaurant,,node,4535240390,23.2691825,42.6746822
La Caffeina,,bar,,node,4536676553,23.3221769,42.6908207
Beyond brkfst,,restaurant,,node,4536676557,23.3211683,42.6905584
Бай Дъ Пешо,,bar,,node,4536676578,23.3213986,42.6905248
Нещо вкусно,,cafe,,node,4536676579,23.3222538,42.6904695
Caffee Cioccolato,,cafe,,node,4540364820,23.3242033,42.6909315
Мистър печен,,fast_food,,node,4540364851,23.3236031,42.6905826
Гастробар 6,,restaurant,,node,4540364852,23.3242442,42.6908371
Gym I junk,,fast_food,,node,4540364854,23.3238538,42.690719
,,fast_food,,node,4540424414,23.3245384,42.6910272
+ това,,cafe,,node,4541407096,23.3439165,42.6952886
BSD,BSD,pub,,node,4541407198,23.3463173,42.6953547
King Kong,,fast_food,,node,4542072147,23.3259605,42.6907832
Fresh & Carry,,fast_food,,node,4543868792,23.3292385,42.6907244
Coffeebaя,,cafe,,node,4543868793,23.3291953,42.6909487
La bottega Due piani,,restaurant,,node,4543868811,23.3290914,42.6908546
Hey,,cafe,,node,4543868832,23.3290259,42.6905284
Simple,,restaurant,,node,4543868853,23.3293072,42.6910359
Sabores de Saudade,,restaurant,,node,4543907638,23.3301383,42.6905401
Bilkova,,bar,,node,4543920006,23.3297262,42.6913597
Гозба,,fast_food,,node,4543920014,23.3300695,42.6914345
Godzila,,restaurant,,node,4545520823,23.3309838,42.6903574
Chiki Riki,,pub,,node,4545650855,23.3182386,42.6900929
Lavino,,bar,,node,4545650857,23.318306,42.6902975
So Fresh so good,,fast_food,,node,4545663111,23.3189514,42.6895582
Скара Банишора,,fast_food,,node,4546479596,23.3002293,42.7123183
Джийвс,,pub,,node,4548536215,23.3217411,42.690128
Бетих,,fast_food,,node,4548536252,23.321647,42.6896801
Green Deli Café,,cafe,,node,4548587191,23.3235062,42.6897683
Халбите - Mалките пет,Halbite - Malkite Pet,pub,,node,4548587192,23.3247077,42.6894894
Още вино,,bar,,node,4549933229,23.3248072,42.6896693
Piano Bar Camino,,bar,,node,4549933247,23.3246127,42.6896589
Дитер,,restaurant,,node,4549933268,23.3243234,42.6892711
Дивака,Divaka,restaurant,,node,4549984425,23.3253657,42.6892888
Lime,,bar,,node,4551477885,23.3265542,42.6899066
Pizza del Sole,,fast_food,,node,4551478517,23.3267308,42.6898522
,,fast_food,,node,4551478518,23.3266992,42.6898827
Вандевил,,restaurant,,node,4552435398,23.2822903,42.6973546
Columbus,,cafe,,node,4554613062,23.3278766,42.6895893
Конфитюр,Confiture,fast_food,,node,4554613063,23.3277972,42.689525
Contrast,,bar,,node,4554613064,23.3280043,42.68961
Amore Gelati,,ice_cream,,node,4554613079,23.3277248,42.6894693
Пицария Парма,,restaurant,,node,4554652927,23.3292214,42.6890866
Viva Cafe,,cafe,,node,4557086892,23.271892,42.7107571
Daily drip,,cafe,,node,4557792832,23.3249826,42.688269
,,fast_food,,node,4557792835,23.3244169,42.6883228
Cohones,,bar,,node,4557813533,23.3262504,42.6885819
The SANDO Shop,,fast_food,,node,4557856955,23.326805,42.6884472
Архиви,,restaurant,,node,4559229496,23.3267577,42.6972216
Джардино,,restaurant,,node,4576758599,23.3734072,42.6481864
Loving Hut,,restaurant,,node,4577939791,23.3300878,42.6980115
,,fast_food,,node,4579807795,23.3511251,42.7064054
,,fast_food,,node,4579807796,23.3510355,42.7065169
,,fast_food,,node,4579807797,23.3509202,42.7067412
,,fast_food,,node,4579807798,23.3508928,42.706981
,,fast_food,,node,4579807800,23.3509444,42.7065337
,,fast_food,,node,4579807803,23.3512344,42.7065192
,,cafe,,node,4579807811,23.3500792,42.7082437
механа Ханджиев,,restaurant,,node,4579807813,23.348848,42.7096225
,,restaurant,,node,4579811795,23.3541457,42.7078061
Чичибургер,,fast_food,,node,4579836055,23.3514539,42.7053378
при Кмета,,restaurant,,node,4579848336,23.3560023,42.7049268
Пица 24h,,fast_food,,node,4582628715,23.3470125,42.7056063
Ан-Мари,,restaurant,,node,4586832693,23.2473063,42.7177578
Memento,Memento,cafe,,node,4587027396,23.3188618,42.6853391
,,restaurant,,node,4587385996,23.4033227,42.6872888
Интрига,,cafe,,node,4588039292,23.27038,42.7178995
Дюнер Лилан,,fast_food,,node,4588627694,23.2701766,42.7133654
Кафе-сладкарница Принцес,,cafe,,node,4588696592,23.2701802,42.7131533
Бирария 43,,restaurant,,node,4588790424,23.3147364,42.7003592
Пицария Капри,Pizza Capry,restaurant,,node,4588824093,23.2681468,42.7130858
ИВТ,,cafe,,node,4588871568,23.4038278,42.6865004
Caserola,,fast_food,,node,4588919789,23.3146467,42.6995891
Sushi Smile Food,,restaurant,,node,4588919790,23.3141709,42.7006068
Mojo,,fast_food,,node,4588956590,23.3154078,42.7002435
,,restaurant,,node,4589080780,23.2679496,42.7164243
,,restaurant,,node,4591390957,23.3459299,42.7025632
,,cafe,,node,4592238261,23.351002,42.7049733
,,restaurant,,node,4592344203,23.3665258,42.7046796
,,restaurant,,node,4592410630,23.3569353,42.7080117
Daro,,fast_food,,node,4597882979,23.3400148,42.6988444
Славяни,,restaurant,,node,4597914536,23.3446573,42.6958965
,,restaurant,,node,4604403814,23.2536828,42.7160145
,,bar,,node,4604403815,23.2534498,42.7160967
KFC,,fast_food,,node,4614739890,23.3943334,42.7098491
,,restaurant,,node,4616253490,23.3077775,42.7246113
,,cafe,,node,4639093390,23.3209399,42.7119112
Терес,,restaurant,,node,4659899691,23.2471832,42.6872477
Ginger,,restaurant,,node,4665154392,23.2609955,42.6747332
Delta Blues Bar,,bar,,node,4668388789,23.3277856,42.7028855
Барка,,cafe,,node,4688207389,23.3361855,42.6986689
24 Grill Center,,fast_food,,node,4692046614,23.3594341,42.6745737
Franco di Roma,,restaurant,,node,4709848689,23.3782786,42.635044
Виктория,Victoria,restaurant,,node,4714005289,23.2838299,42.6558311
,,cafe,,node,4722201123,23.370682,42.665306
"Сладкарница ""Малина""",,cafe,,node,4722364431,23.3729508,42.6637489
Osteria Pastoccino,,restaurant,,node,4736486422,23.3391062,42.6922055
Domino's,,fast_food,,node,4742451977,23.3698368,42.636226
BeerBox,,restaurant,,node,4745618327,23.3772685,42.6491645
Peperoncino pizza & pasta,,restaurant,,node,4781771625,23.3208512,42.6705959
Банкович - Сръбски Ресторант,Bankovich - Serbian Restaurant,restaurant,,node,4781771628,23.3225107,42.6735793
Бистро Александър,,fast_food,,node,4789832623,23.3140056,42.6958426
Бар Петък,Bar Friday,bar,,node,4795787121,23.3276451,42.6925663
Pita Gyros,,fast_food,,node,4815185223,23.2754324,42.666124
Пицария Премиум,Premium pizza,restaurant,,node,4817549424,23.2851491,42.6639527
Под Бора,Under the Pine tree,fast_food,,node,4817711025,23.2755941,42.6583043
Road 66,,bar,,node,4824486123,23.313696,42.6969001
"Гостилница ""Мерак""",,restaurant,,node,4837543021,23.3581615,42.6693106
Anna's,,restaurant,,node,4838494124,23.3399192,42.6950598
Olio d'oliva,,restaurant,,node,4859619121,23.3181744,42.6980284
Chucky's Coffee House,,cafe,,node,4865878421,23.3211056,42.6918636
Silhouette,,restaurant,,node,4878974771,23.3213459,42.6709698
Механа Дървеното,Wooden Restaurant,restaurant,,node,4883005321,23.2603299,42.7129171
Спутник,Sputnik,bar,,node,4890050310,23.3421142,42.6983703
Пицария Джиков,Pizza Djikov,restaurant,,node,4893150121,23.2856507,42.7038148
,,restaurant,,node,4895708427,23.6062699,42.7466019
Grande Bar & Dinner,,restaurant,,node,4896872198,23.2779897,42.653151
Zenobia,,fast_food,,node,4896907582,23.259585,42.6656418
Охрид,,restaurant,,node,4897647542,23.2533187,42.6623073
Julie's,,cafe,,node,4897754076,23.2569165,42.6636529
M coffee and bakery,,cafe,,node,4900479298,23.2838235,42.6786364
Рай,,fast_food,,node,4900479301,23.2855268,42.677893
Istanbul kebap,,fast_food,,node,4917524036,23.3208345,42.6993743
De Gusto,,restaurant,,node,4925790611,23.3164501,42.6958605
Costa,Costa Coffe,cafe,,node,4925822426,23.3558116,42.6657394
Street Chefs,,fast_food,,node,4927437468,23.3137757,42.6695006
ХУАТУ ТА ДЖУ ДИЕН,,restaurant,,node,4930222485,23.3661932,42.6431161
Chicken House,,fast_food,,node,4931066102,23.3727622,42.6802239
Пицария Конти,,restaurant,,node,4931066103,23.3732217,42.6801475
,,fast_food,,node,4932801473,23.3080351,42.6864909
Буквите,,cafe,,node,4938157837,23.3697145,42.6748038
Механа Приятелите,,restaurant,,node,4938157873,23.3707107,42.6649658
,,cafe,,node,4938157888,23.3735401,42.666655
Mercanti,,restaurant,,node,4938935330,23.3245525,42.6986122
,,fast_food,,node,4940823705,23.3131809,42.6898605
Цър Пър,,fast_food,,node,4942556380,23.3048086,42.6770078
Тенджерите,,restaurant,,node,4942926778,23.3309247,42.6879591
БМВ,,restaurant,,node,4947500085,23.3230403,42.7064812
Kiosko della pizza,,fast_food,,node,4947500093,23.323165,42.708945
Miral Foods,,fast_food,,node,4947500101,23.3232274,42.70208
Fresh Point,,fast_food,,node,4947500102,23.3227562,42.7019572
Салонъ,,bar,,node,4947500116,23.3234791,42.702942
Accord,,restaurant,,node,4947500423,23.3229318,42.7026033
Fam,,cafe,,node,4947500432,23.3228481,42.7022953
София,,fast_food,,node,4947500437,23.324087,42.7059331
Сръбска скара,,fast_food,,node,4947500439,23.3236589,42.7035338
Фрикасе,,restaurant,,node,4947500448,23.3229164,42.7068862
,,fast_food,,node,4947500466,23.3229093,42.7025204
,,fast_food,,node,4947500481,23.3235575,42.7075273
Сладкарница София,,cafe,,node,4947500483,23.3241009,42.7058738
Rodi Foods,,fast_food,,node,4947500489,23.3231046,42.7016933
"""The Corner"" Piano Bar & Dinner",,restaurant,,node,4952819134,23.3172551,42.6646263
Балито,,restaurant,,node,4955160724,23.3142818,42.6969373
Аривера,,restaurant,,node,4955374100,23.3155535,42.6641872
Изток,,restaurant,,node,4956438448,23.3189768,42.6961799
Гозбаджийница,,fast_food,,node,4957452368,23.3121413,42.688367
Climbar,,cafe,,node,4958933557,23.3745261,42.6652916
Eight 2 Five,,cafe,,node,4959034406,23.3005351,42.6781508
У нас,,restaurant,,node,4960509682,23.3013106,42.6782714
Ули,,cafe,,node,4960584968,23.3006476,42.6774012
Coffee house,,cafe,,node,4960584985,23.3002729,42.6778063
ДоРеМи,,fast_food,,node,4962755797,23.2893004,42.6758121
Македония,,restaurant,,node,4963970115,23.2363698,42.6571285
,,restaurant,,node,4964043286,23.2481707,42.6359198
,,restaurant,,node,4964071784,23.2947869,42.5814146
,,cafe,,node,4964489874,23.2655879,42.660031
Mr. Brunch,,fast_food,,node,4964681508,23.3001017,42.6762644
Кулинарен свят,,restaurant,,node,4964681519,23.2997863,42.6761461
The BA$E,,cafe,,node,4964736944,23.2995144,42.6755831
,,cafe,,node,4964736945,23.3000277,42.6757498
The burger joint,,fast_food,,node,4964796098,23.3034921,42.6762801
Рибката,,restaurant,,node,4964796116,23.3036437,42.6759795
,,fast_food,,node,4966927865,23.2900843,42.6748719
Sno Bar,,restaurant,,node,4969160890,23.2980381,42.6742139
La Terra Rossa,,restaurant,,node,4969287628,23.3042232,42.6748674
Rituali,,restaurant,,node,4972344171,23.3471328,42.6953037
Вкусно е при Еци,,fast_food,,node,4972758830,23.2963895,42.6728446
,,cafe,,node,4972800445,23.2987256,42.6736628
Бон апетито,,fast_food,,node,4974791454,23.3169977,42.6631671
Петлето,,restaurant,,node,4975180074,23.31581,42.6632374
The View,,restaurant,,node,4975901245,23.3151,42.6825
Фу ън юен,,restaurant,,node,4978041780,23.3518487,42.6946538
,,fast_food,,node,4978133806,23.2848868,42.672142
Пекарна Джейни,,fast_food,,node,4979272162,23.3206432,42.6705391
,,fast_food,,node,4980845626,23.2941977,42.6721168
,,fast_food,,node,4980845653,23.2942481,42.6721733
Баничарница Вега,,fast_food,,node,4980845654,23.2945485,42.6721795
Баничарница - Бай Данчо,,fast_food,,node,4980845666,23.2945481,42.6718538
,,fast_food,,node,4980845667,23.2945579,42.6717815
При баба и дядо,,fast_food,,node,4980845671,23.2943353,42.6720653
Bakery Caffix,,fast_food,,node,4980907522,23.2952369,42.671761
Bombe,,restaurant,,node,4983790262,23.2962373,42.6726953
pantuti,,fast_food,,node,4983790266,23.2958813,42.6723805
Little Coffe House,,cafe,,node,4983790281,23.2963332,42.6726218
,,cafe,,node,4983790284,23.2961075,42.6714966
Green coffee house,,cafe,,node,4983790306,23.2953741,42.6718939
Голям праз,,fast_food,,node,4985621301,23.2985256,42.6722952
STU Sweets,,cafe,,node,4985700818,23.2999904,42.6724382
,,restaurant,,node,4986590520,23.2384028,42.610652
Portico 43,,restaurant,,node,4987238992,23.2902495,42.6711621
Алеленд,,restaurant,,node,4991181109,23.295674,42.6714193
Аркон,,cafe,,node,4993377311,23.3018637,42.6711556
Flame,,bar,,node,4993426597,23.3025381,42.6702415
,,cafe,,node,4994621745,23.3143209,42.6599429
Борово,,restaurant,,node,4998631161,23.2847748,42.66991
Мед и канела,,cafe,,node,4998631176,23.2848862,42.6698386
Вино & Тапас,Vino & Tapas,restaurant,,node,5001885120,23.33203,42.6981638
Jungle Burger,,fast_food,,node,5003848512,23.28972,42.6700819
My meal,,food_court,,node,5003868233,23.2908246,42.6695258
COCOS kitchen,,fast_food,,node,5008380840,23.3017111,42.6693288
Siciliana,,fast_food,,node,5008406406,23.3030605,42.6699407
Сирияна Фуудс,,fast_food,,node,5009812062,23.2651451,42.6602281
Прованс,,restaurant,,node,5015428726,23.288657,42.6689926
Бистро 105,,bar,,node,5017044265,23.3016782,42.6688172
Старата Италия,,restaurant,,node,5018712422,23.2891428,42.6675012
Platinum Club Bulgaria,,bar,,node,5018753058,23.2910459,42.6674669
Кадакес,Cadaques,restaurant,,node,5020925713,23.2970699,42.6667081
Fornetti,,fast_food,bakery,node,5020927335,23.297507,42.6668165
Wake and bake,,cafe,,node,5022970120,23.2814074,42.6660211
4 fresh,,cafe,,node,5022972122,23.2821713,42.6658186
Juicy bites,,fast_food,,node,5023017654,23.2832166,42.6654324
Amigos,,cafe,,node,5025125612,23.2902374,42.6662302
Хоремаг,,restaurant,,node,5027140621,23.3118437,42.6938219
Флай,Fly,restaurant,,node,5027210428,23.2962927,42.6663615
Alibi,,restaurant,,node,5027261197,23.298662,42.6653731
Appetino,,fast_food,,node,5027261942,23.2989403,42.6655614
Domino's,,fast_food,,node,5027261945,23.2988517,42.6655062
Арен,,restaurant,,node,5027261946,23.297111,42.6662789
Lubo's Ice cream,,ice_cream,,node,5033100422,23.3021926,42.6653627
Съседите,,fast_food,,node,5033100423,23.302107,42.6654204
,,fast_food,,node,5037652148,23.2879149,42.6650213
,,fast_food,,node,5037652152,23.2875629,42.66501
Arslan Duner,,fast_food,,node,5037652182,23.2876809,42.6654074
,Orange,cafe,,node,5038198026,23.2621899,42.7162661
Pizza&duner Juliani,,fast_food,,node,5039933759,23.2976338,42.6641284
Арно бистро,,fast_food,,node,5039933795,23.2984963,42.6648209
Сладкарница Глухарче,Gluharche,bar,,node,5040569936,23.3766152,42.6333933
Слончето Beach & Grill,,restaurant,,node,5042921144,23.2643882,42.6589491
,,bar,,node,5042921145,23.2645313,42.6590444
Dadiani,,bar,,node,5043696128,23.28468,42.66389
Мън фу юен,,restaurant,,node,5043696136,23.2853368,42.6636558
Go Grill,,fast_food,,node,5043732532,23.2975339,42.6639431
Двете халби,,restaurant,,node,5043732543,23.2972412,42.6638298
,,fast_food,,node,5044646408,23.3516787,42.6936759
Тигра,,cafe,,node,5045383038,23.3002908,42.6636232
,,cafe,,node,5045400108,23.2947264,42.6624579
,,cafe,,node,5046826792,23.2999833,42.661803
,,cafe,,node,5046899810,23.2997896,42.6610877
,,fast_food,,node,5055804721,23.4094283,42.6326417
Лампата,,restaurant,,node,5057208680,23.3151556,42.670183
,,fast_food,,node,5061580261,23.2713809,42.6729494
,,fast_food,,node,5061580266,23.271451,42.6729109
,,fast_food,,node,5061685207,23.3165729,42.726758
Conté,Conté,bar,,node,5077783722,23.3447082,42.6538334
Скара на кило,,fast_food,,node,5081263611,23.3625609,42.6527263
Монтерей,,restaurant,,node,5081263612,23.3610038,42.6521893
BG Скара,,fast_food,,node,5081263613,23.3600932,42.6522938
Наша кухня,,fast_food,,node,5081275529,23.358728,42.6507205
Скара бар 3,Skara Bar 3,restaurant,,node,5084818921,23.3436307,42.6870844
Чевермето,Chevermeto,restaurant,,node,5092584622,23.3160734,42.6830693
Фантазия,,restaurant,,node,5095682728,23.3261926,42.7002388
Cush.BAR,Cush bar,bar,,node,5106091585,23.3239813,42.7002014
Bira Bar,,bar,,node,5111531010,23.331323,42.6980542
Кафе Кафе,,cafe,,node,5118393621,23.2739504,42.6614947
Рибката,,fast_food,,node,5118888623,23.2769527,42.6692898
Athene,Athene,cafe,,node,5119305324,23.3196414,42.6996689
Панорама,,restaurant,,node,5156630714,23.3488379,42.6737139
,,fast_food,,node,5169378529,23.229832,42.6960096
,,cafe,,node,5178411705,23.3542608,42.823087
,,cafe,,node,5194527483,23.3448042,42.8037892
Cava,Cava,restaurant,,node,5194639021,23.3212664,42.6905321
Beer Garden,,pub,,node,5198002701,23.4083516,42.6420549
баница,,fast_food,,node,5213011657,23.294096,42.7340095
Avrasia,,restaurant,,node,5219997424,23.3187486,42.7019823
Бар Беше Лилавото,Been Purple Bar,bar,,node,5224227121,23.3373119,42.691283
The Friendly Bear,,bar,,node,5224550252,23.3311122,42.6920148
The Coffee Shop,,cafe,,node,5237160415,23.3321048,42.6986057
Odd Food,,fast_food,,node,5237160644,23.3319667,42.6985933
Don Vito,,restaurant,,node,5241045127,23.2881754,42.6810252
Kral cigkofte,,fast_food,,node,5241045621,23.3470752,42.652168
БГ бар,BG Bar,bar,,node,5267463921,23.337487,42.6911488
RepEat,,restaurant,,node,5270351921,23.3444292,42.6876983
Coffee-ology,,cafe,,node,5270425870,23.3096813,42.7049608
Бенисимо,Benissimo,restaurant,,node,5285673822,23.3530862,42.7019709
,,restaurant,,node,5318636908,23.308082,42.7036979
Ma Baker,,cafe,,node,5318791335,23.353272,42.6693592
Society,,bar,,node,5318791338,23.3523529,42.6703987
Vittorio,,restaurant,,node,5318791390,23.3506124,42.671538
Пън Лай Шиан Гъ,,restaurant,,node,5331029412,23.3002629,42.7283418
Биротека,Biroteka,pub,,node,5335392921,23.3275615,42.6799426
Медик,,restaurant,,node,5343351318,23.3088423,42.6820234
Kick’s,,bar,,node,5345384701,23.3297092,42.6914004
Re-forma,,bar,,node,5346500222,23.3202829,42.684142
7 сънс кафе,7 suns coffee,cafe,,node,5346501422,23.3150904,42.7081826
